transaction_id,date,time,payment_app,transaction_type,category,amount_inr,sender_bank,receiver_bank,device_type,network_type,city,status,failure_reason,retry_attempted,response_time_ms
UPI2025001994,2025-10-23,17:02:09,Paytm,P2M,Peer Transfer,217.74,IndusInd Bank,IDBI Bank,Android,5G,Gurugram,SUCCESS,N/A,N/A,849
UPI2025001995,2025-03-23,13:12:19,Paytm,P2P,Peer Transfer,290.33,Punjab National Bank,Punjab National Bank,Android,5G,Ludhiana,SUCCESS,N/A,N/A,1333
UPI2025001996,2025-07-11,13:28:47,WhatsApp Pay,P2M,Medical/Pharmacy,154.38,Kotak Mahindra Bank,ICICI Bank,iOS,WiFi,Ludhiana,SUCCESS,N/A,N/A,3346
UPI2025001997,2025-07-02,13:04:49,Paytm,P2M,Rent,133.24,HDFC Bank,Canara Bank,Android,WiFi,Lucknow,FAILED,Daily Transaction Limit Exceeded,No,1546
UPI2025001998,2025-03-06,19:37:22,Google Pay,P2P,Peer Transfer,130.77,Bank of Baroda,Kotak Mahindra Bank,Android,5G,Mumbai,SUCCESS,N/A,N/A,2752
UPI2025001999,2025-05-18,14:22:22,PhonePe,P2M,Food Delivery,309.96,HDFC Bank,IDBI Bank,Android,WiFi,Hyderabad,SUCCESS,N/A,N/A,1022
UPI2025002000,2025-11-07,16:42:23,Google Pay,P2M,Grocery,400.19,Yes Bank,HDFC Bank,Android,WiFi,Ludhiana,FAILED,Insufficient Balance,Yes,6771
UPI2025002001,2025-11-18,19:45:19,Google Pay,P2P,Peer Transfer,359.39,Punjab National Bank,HDFC Bank,iOS,3G,Pune,SUCCESS,N/A,N/A,1229
UPI2025002002,2025-11-03,17:09:11,Google Pay,P2M,Peer Transfer,327.0,Union Bank of India,SBI,Android,WiFi,Delhi,SUCCESS,N/A,N/A,200
UPI2025002003,2025-05-25,20:34:35,PhonePe,P2M,Rent,3676.71,Punjab National Bank,Yes Bank,Android,4G,Bhopal,FAILED,Bank Server Down,Yes,4125
UPI2025002004,2025-09-29,11:57:24,Google Pay,P2M,E-commerce,212.25,Kotak Mahindra Bank,IDBI Bank,Android,4G,Patiala,FAILED,Insufficient Balance,Yes,6565
UPI2025002005,2025-07-01,11:54:01,PhonePe,P2M,Travel,638.52,Union Bank of India,SBI,Android,5G,Bhopal,SUCCESS,N/A,N/A,518
UPI2025002006,2025-01-17,16:02:43,Paytm,P2M,Education Fee,172.01,IndusInd Bank,IDBI Bank,iOS,WiFi,Ahmedabad,SUCCESS,N/A,N/A,3520
UPI2025002007,2025-01-31,07:43:54,Amazon Pay,P2P,Peer Transfer,3256.2,Kotak Mahindra Bank,Kotak Mahindra Bank,Android,4G,Kolkata,SUCCESS,N/A,N/A,1631
UPI2025002008,2025-05-14,08:25:15,Google Pay,P2M,Travel,477.01,HDFC Bank,HDFC Bank,Android,3G,Amritsar,FAILED,Incorrect UPI PIN,No,6181
UPI2025002009,2025-07-02,17:30:30,WhatsApp Pay,P2P,Peer Transfer,223.34,Bank of Baroda,IDBI Bank,Android,5G,Delhi,SUCCESS,N/A,N/A,1859
UPI2025002010,2025-09-21,20:49:08,Amazon Pay,P2P,Peer Transfer,18939.41,Axis Bank,HDFC Bank,Android,4G,Mumbai,SUCCESS,N/A,N/A,3296
UPI2025002011,2025-08-11,11:15:36,Google Pay,P2M,Recharge/Bill Payment,67.75,Canara Bank,Kotak Mahindra Bank,iOS,4G,Kolkata,SUCCESS,N/A,N/A,1850
UPI2025002012,2025-08-12,12:00:23,Google Pay,P2M,Food Delivery,426.65,SBI,ICICI Bank,Android,4G,Chandigarh,SUCCESS,N/A,N/A,1687
UPI2025002013,2025-11-12,15:28:00,Google Pay,P2P,Peer Transfer,318.7,Kotak Mahindra Bank,Union Bank of India,Android,WiFi,Jaipur,SUCCESS,N/A,N/A,1933
UPI2025002014,2025-06-03,12:27:53,Google Pay,P2M,Utility Bill,210.82,SBI,ICICI Bank,Android,5G,Hyderabad,SUCCESS,N/A,N/A,1645
UPI2025002015,2025-08-31,15:07:00,BHIM,P2M,Recharge/Bill Payment,1947.82,IndusInd Bank,SBI,Android,5G,Ludhiana,FAILED,Insufficient Balance,No,3747
UPI2025002016,2025-05-12,08:12:49,WhatsApp Pay,P2P,Peer Transfer,390.62,Bank of Baroda,IndusInd Bank,Android,4G,Bengaluru,SUCCESS,N/A,N/A,2084
UPI2025002017,2025-11-17,09:25:02,Google Pay,P2P,Peer Transfer,3650.85,IDBI Bank,Union Bank of India,Android,WiFi,Lucknow,SUCCESS,N/A,N/A,1748
UPI2025002018,2025-07-11,21:42:20,Google Pay,P2M,Recharge/Bill Payment,34758.68,Punjab National Bank,Yes Bank,Android,4G,Bhopal,SUCCESS,N/A,N/A,998
UPI2025002019,2025-04-20,17:59:21,Google Pay,P2M,Utility Bill,1434.87,HDFC Bank,HDFC Bank,Android,5G,Jaipur,SUCCESS,N/A,N/A,2311
UPI2025002020,2025-05-17,15:18:56,BHIM,P2P,Peer Transfer,272.91,Punjab National Bank,Bank of Baroda,Android,WiFi,Lucknow,FAILED,Beneficiary Bank Server Down,Yes,5265
UPI2025002021,2025-05-03,17:24:00,Google Pay,P2M,Recharge/Bill Payment,2800.83,Kotak Mahindra Bank,HDFC Bank,Android,4G,Chennai,FAILED,Bank Server Down,No,4131
UPI2025002022,2025-10-22,13:58:25,Google Pay,P2M,Food Delivery,32664.69,Axis Bank,Bank of Baroda,Android,4G,Mumbai,SUCCESS,N/A,N/A,1614
UPI2025002023,2025-03-19,17:04:28,Google Pay,P2M,Travel,481.52,IDBI Bank,Yes Bank,Android,4G,Patiala,FAILED,Beneficiary Bank Server Down,No,4746
UPI2025002024,2025-05-26,08:16:19,Google Pay,P2P,Peer Transfer,281.99,Axis Bank,IndusInd Bank,Android,4G,Jaipur,SUCCESS,N/A,N/A,487
UPI2025002025,2025-10-12,18:13:06,Paytm,P2M,Entertainment,4817.48,Bank of Baroda,IDBI Bank,Android,4G,Chennai,FAILED,Technical Decline by Issuer,Yes,2825
UPI2025002026,2025-09-07,21:40:36,PhonePe,P2M,Rent,26383.9,Kotak Mahindra Bank,IDBI Bank,Android,4G,Kolkata,SUCCESS,N/A,N/A,2606
UPI2025002027,2025-02-17,15:12:56,PhonePe,P2P,Peer Transfer,833.72,IndusInd Bank,Canara Bank,Android,5G,Bhopal,SUCCESS,N/A,N/A,2010
UPI2025002028,2025-05-26,17:03:49,Google Pay,P2M,Entertainment,197.36,Axis Bank,IDBI Bank,Android,4G,Hyderabad,SUCCESS,N/A,N/A,2848
UPI2025002029,2025-01-03,19:06:36,Google Pay,P2P,Peer Transfer,228.6,SBI,IndusInd Bank,Android,4G,Chandigarh,SUCCESS,N/A,N/A,1668
UPI2025002030,2025-08-23,17:13:50,Paytm,P2M,Travel,298.58,Axis Bank,IndusInd Bank,Android,4G,Bhopal,SUCCESS,N/A,N/A,2705
UPI2025002031,2025-05-06,10:10:52,PhonePe,P2M,Peer Transfer,355.25,Canara Bank,Kotak Mahindra Bank,Android,4G,Chennai,SUCCESS,N/A,N/A,1305
UPI2025002032,2025-04-02,16:45:10,Google Pay,P2M,Grocery,3973.12,Union Bank of India,Bank of Baroda,Android,5G,Ludhiana,SUCCESS,N/A,N/A,1340
UPI2025002033,2025-04-08,17:00:04,PhonePe,P2M,Recharge/Bill Payment,26416.7,Axis Bank,Axis Bank,Android,4G,Jalandhar,SUCCESS,N/A,N/A,2547
UPI2025002034,2025-07-12,17:38:37,PhonePe,P2M,Entertainment,225.33,IndusInd Bank,SBI,Android,4G,Mumbai,SUCCESS,N/A,N/A,984
UPI2025002035,2025-04-15,17:08:57,PhonePe,P2P,Peer Transfer,401.36,Canara Bank,Bank of Baroda,Android,5G,Jalandhar,SUCCESS,N/A,N/A,1941
UPI2025002036,2025-03-27,07:00:45,BHIM,P2P,Peer Transfer,484.25,Punjab National Bank,Axis Bank,Android,WiFi,Patiala,SUCCESS,N/A,N/A,1975
UPI2025002037,2025-10-09,18:58:08,PhonePe,P2P,Peer Transfer,12458.71,Canara Bank,Canara Bank,iOS,4G,Gurugram,SUCCESS,N/A,N/A,1969
UPI2025002038,2025-01-14,21:25:59,Google Pay,P2M,Entertainment,316.97,Canara Bank,SBI,Android,5G,Delhi,SUCCESS,N/A,N/A,1033
UPI2025002039,2025-11-06,03:39:20,Google Pay,P2P,Peer Transfer,1792.46,Union Bank of India,Punjab National Bank,Android,5G,Delhi,SUCCESS,N/A,N/A,1002
UPI2025002040,2025-11-04,17:46:03,Google Pay,P2P,Peer Transfer,15.47,Canara Bank,Punjab National Bank,Android,4G,Lucknow,SUCCESS,N/A,N/A,1237
UPI2025002041,2025-06-16,13:08:23,PhonePe,P2M,Grocery,259.41,SBI,Kotak Mahindra Bank,iOS,4G,Jaipur,FAILED,Beneficiary Bank Server Down,No,2999
UPI2025002042,2025-09-04,19:51:25,Amazon Pay,P2M,Fuel,3353.0,Punjab National Bank,Kotak Mahindra Bank,Android,4G,Noida,SUCCESS,N/A,N/A,200
UPI2025002043,2025-03-23,07:59:13,CRED,P2M,Rent,380.71,IDBI Bank,IndusInd Bank,Android,5G,Hyderabad,SUCCESS,N/A,N/A,1731
UPI2025002044,2025-08-21,18:16:38,Amazon Pay,P2P,Peer Transfer,1378.29,Union Bank of India,Kotak Mahindra Bank,Android,WiFi,Kolkata,FAILED,Incorrect UPI PIN,No,7575
UPI2025002045,2025-09-15,09:52:26,Paytm,P2P,Peer Transfer,122.2,Kotak Mahindra Bank,Punjab National Bank,Android,4G,Hyderabad,SUCCESS,N/A,N/A,1510
UPI2025002046,2025-02-09,08:10:45,PhonePe,P2M,Food Delivery,3227.87,IDBI Bank,Union Bank of India,Android,WiFi,Kolkata,SUCCESS,N/A,N/A,1770
UPI2025002047,2025-08-07,21:14:16,Google Pay,P2P,Peer Transfer,3409.41,IDBI Bank,HDFC Bank,Android,5G,Amritsar,FAILED,Insufficient Balance,No,7033
UPI2025002048,2025-07-26,17:19:31,Google Pay,P2P,Peer Transfer,33.45,Yes Bank,ICICI Bank,Android,5G,Noida,FAILED,Beneficiary Bank Server Down,Yes,2557
UPI2025002049,2025-02-24,20:08:13,PhonePe,P2M,Grocery,399.69,Yes Bank,Union Bank of India,Android,5G,Ahmedabad,FAILED,Beneficiary Bank Server Down,Yes,9510
UPI2025002050,2025-01-30,23:12:44,Paytm,P2P,Peer Transfer,241.51,IndusInd Bank,Yes Bank,Android,5G,Bhopal,SUCCESS,N/A,N/A,1393
UPI2025002051,2025-04-16,12:48:43,PhonePe,P2P,Peer Transfer,526.12,Kotak Mahindra Bank,Yes Bank,Android,WiFi,Jaipur,FAILED,Daily Transaction Limit Exceeded,Yes,3299
UPI2025002052,2025-01-02,19:54:58,PhonePe,P2M,Grocery,2760.81,Axis Bank,Kotak Mahindra Bank,iOS,4G,Chandigarh,SUCCESS,N/A,N/A,2334
UPI2025002053,2025-05-30,12:00:06,PhonePe,P2M,Utility Bill,363.99,Bank of Baroda,Bank of Baroda,Android,WiFi,Kolkata,SUCCESS,N/A,N/A,965
UPI2025002054,2025-12-26,14:25:20,PhonePe,P2P,Peer Transfer,395.46,Bank of Baroda,Canara Bank,iOS,4G,Noida,SUCCESS,N/A,N/A,2959
UPI2025002055,2025-01-03,00:24:33,PhonePe,P2M,Recharge/Bill Payment,94.95,Union Bank of India,Kotak Mahindra Bank,Android,4G,Mumbai,SUCCESS,N/A,N/A,1508
UPI2025002056,2025-05-18,10:06:09,Google Pay,P2P,Peer Transfer,8005.87,Punjab National Bank,Punjab National Bank,Android,5G,Noida,SUCCESS,N/A,N/A,1990
UPI2025002057,2025-01-02,08:54:53,Google Pay,P2M,Travel,493.3,Union Bank of India,Kotak Mahindra Bank,Android,WiFi,Kolkata,SUCCESS,N/A,N/A,2232
UPI2025002058,2025-12-03,04:04:28,Google Pay,P2P,Peer Transfer,3908.79,Axis Bank,Kotak Mahindra Bank,iOS,4G,Hyderabad,FAILED,Incorrect UPI PIN,No,7266
UPI2025002059,2025-01-24,09:51:44,PhonePe,P2M,Education Fee,3098.04,SBI,Union Bank of India,Android,3G,Hyderabad,SUCCESS,N/A,N/A,1511
UPI2025002060,2025-03-24,10:37:00,PhonePe,P2P,Peer Transfer,252.08,Kotak Mahindra Bank,Yes Bank,Android,5G,Noida,FAILED,Incorrect UPI PIN,No,1775
UPI2025002061,2025-08-04,10:13:23,PhonePe,P2P,Peer Transfer,6153.45,Punjab National Bank,Union Bank of India,Android,4G,Jalandhar,SUCCESS,N/A,N/A,1873
UPI2025002062,2025-10-27,12:44:31,Google Pay,P2M,Entertainment,122.18,Union Bank of India,SBI,Android,WiFi,Hyderabad,SUCCESS,N/A,N/A,2860
UPI2025002063,2025-12-11,11:53:40,Paytm,P2M,Travel,4848.84,SBI,ICICI Bank,Android,5G,Hyderabad,SUCCESS,N/A,N/A,1482
UPI2025002064,2025-09-10,20:54:02,BHIM,P2M,Peer Transfer,428.76,HDFC Bank,Bank of Baroda,iOS,4G,Gurugram,SUCCESS,N/A,N/A,3733
UPI2025002065,2025-11-23,20:29:12,BHIM,P2P,Peer Transfer,4348.92,ICICI Bank,SBI,Android,4G,Chennai,SUCCESS,N/A,N/A,200
UPI2025002066,2025-07-26,13:23:39,PhonePe,P2P,Peer Transfer,316.67,HDFC Bank,Yes Bank,Android,4G,Hyderabad,SUCCESS,N/A,N/A,1816
UPI2025002067,2025-09-24,14:10:12,Google Pay,P2P,Peer Transfer,1104.94,Union Bank of India,IDBI Bank,Android,WiFi,Gurugram,SUCCESS,N/A,N/A,1669
UPI2025002068,2025-09-28,14:17:06,PhonePe,P2M,E-commerce,8861.48,ICICI Bank,Axis Bank,Android,WiFi,Ludhiana,SUCCESS,N/A,N/A,2165
UPI2025002069,2025-05-21,18:24:45,Paytm,P2P,Peer Transfer,28.96,Punjab National Bank,ICICI Bank,iOS,4G,Gurugram,FAILED,Network Connectivity Issue,Yes,4847
UPI2025002070,2025-09-29,00:25:11,BHIM,P2M,Utility Bill,296.76,Axis Bank,Yes Bank,Android,4G,Gurugram,SUCCESS,N/A,N/A,1243
UPI2025002071,2025-11-07,18:29:34,PhonePe,P2M,Medical/Pharmacy,9510.43,Punjab National Bank,ICICI Bank,iOS,5G,Patiala,SUCCESS,N/A,N/A,1170
UPI2025002072,2025-08-19,19:59:26,Amazon Pay,P2P,Peer Transfer,3200.91,Axis Bank,ICICI Bank,Android,5G,Bengaluru,SUCCESS,N/A,N/A,1611
UPI2025002073,2025-07-15,21:01:09,Amazon Pay,P2M,Peer Transfer,37.19,Axis Bank,Canara Bank,Android,5G,Patiala,SUCCESS,N/A,N/A,1407
UPI2025002074,2025-04-16,20:45:34,Paytm,P2M,Education Fee,309.98,Canara Bank,SBI,Android,5G,Chennai,SUCCESS,N/A,N/A,2743
UPI2025002075,2025-10-01,10:40:50,PhonePe,P2P,Peer Transfer,72.65,Canara Bank,Bank of Baroda,Android,4G,Bhopal,SUCCESS,N/A,N/A,2351
UPI2025002076,2025-09-24,04:28:47,Google Pay,P2P,Peer Transfer,308.29,Union Bank of India,HDFC Bank,Android,5G,Delhi,SUCCESS,N/A,N/A,2823
UPI2025002077,2025-04-28,12:38:48,Paytm,P2P,Peer Transfer,1535.0,Kotak Mahindra Bank,ICICI Bank,Android,5G,Bhopal,SUCCESS,N/A,N/A,1996
UPI2025002078,2025-06-09,09:01:55,Google Pay,P2P,Peer Transfer,430.93,SBI,Yes Bank,Android,4G,Jaipur,SUCCESS,N/A,N/A,1649
UPI2025002079,2025-03-12,07:40:50,Paytm,P2M,Rent,308.52,SBI,Yes Bank,Android,WiFi,Bhopal,FAILED,Technical Decline by Issuer,No,2919
UPI2025002080,2025-07-29,14:24:54,Paytm,P2M,Grocery,2391.31,HDFC Bank,Union Bank of India,Android,5G,Jaipur,SUCCESS,N/A,N/A,2423
UPI2025002081,2025-10-23,19:38:02,Amazon Pay,P2M,E-commerce,2171.84,SBI,Canara Bank,Android,4G,Bhopal,FAILED,Transaction Timeout,No,1844
UPI2025002082,2025-03-28,10:45:32,Paytm,P2P,Peer Transfer,453.17,Kotak Mahindra Bank,Yes Bank,iOS,WiFi,Pune,SUCCESS,N/A,N/A,1540
UPI2025002083,2025-01-18,13:20:29,PhonePe,P2M,E-commerce,314.93,Kotak Mahindra Bank,Union Bank of India,iOS,4G,Lucknow,SUCCESS,N/A,N/A,2947
UPI2025002084,2025-01-06,19:28:15,Paytm,P2M,E-commerce,15013.45,ICICI Bank,Yes Bank,Android,4G,Delhi,SUCCESS,N/A,N/A,777
UPI2025002085,2025-10-26,11:43:57,Google Pay,P2P,Peer Transfer,94.05,ICICI Bank,Yes Bank,Android,5G,Pune,SUCCESS,N/A,N/A,3255
UPI2025002086,2025-10-04,19:16:02,Google Pay,P2P,Peer Transfer,282.96,Union Bank of India,Union Bank of India,iOS,4G,Ahmedabad,SUCCESS,N/A,N/A,1106
UPI2025002087,2025-01-20,17:44:06,Paytm,P2M,Grocery,247.83,Axis Bank,Yes Bank,Android,5G,Chennai,FAILED,Transaction Timeout,Yes,4993
UPI2025002088,2025-12-29,18:38:04,Paytm,P2P,Peer Transfer,22582.28,IndusInd Bank,Yes Bank,iOS,5G,Bhopal,FAILED,NPCI Server Error,Yes,2249
UPI2025002089,2025-04-28,19:40:17,PhonePe,P2P,Peer Transfer,130.84,Union Bank of India,Punjab National Bank,iOS,5G,Ahmedabad,FAILED,Invalid VPA / Beneficiary Not Found,Yes,4636
UPI2025002090,2025-10-27,13:54:27,WhatsApp Pay,P2P,Peer Transfer,234.38,SBI,HDFC Bank,iOS,5G,Noida,FAILED,Beneficiary Bank Server Down,No,4752
UPI2025002091,2025-12-04,07:37:31,PhonePe,P2M,Rent,440.56,IDBI Bank,ICICI Bank,Android,5G,Pune,FAILED,Bank Server Down,No,5269
UPI2025002092,2025-10-16,09:02:08,PhonePe,P2M,Rent,333.66,HDFC Bank,Bank of Baroda,Android,5G,Pune,SUCCESS,N/A,N/A,2518
UPI2025002093,2025-04-27,07:54:47,PhonePe,P2M,Fuel,2117.5,Union Bank of India,Bank of Baroda,Android,5G,Jaipur,FAILED,Beneficiary Bank Server Down,Yes,5347
UPI2025002094,2025-04-24,19:54:30,Paytm,P2M,Medical/Pharmacy,271.18,Kotak Mahindra Bank,ICICI Bank,Android,5G,Bhopal,SUCCESS,N/A,N/A,355
UPI2025002095,2025-02-01,21:31:17,Paytm,P2P,Peer Transfer,4768.95,IndusInd Bank,HDFC Bank,Android,4G,Amritsar,SUCCESS,N/A,N/A,790
UPI2025002096,2025-01-30,14:06:25,PhonePe,P2M,Fuel,261.22,HDFC Bank,Yes Bank,iOS,4G,Ahmedabad,SUCCESS,N/A,N/A,3042
UPI2025002097,2025-09-17,14:44:56,Google Pay,P2M,E-commerce,35168.7,IndusInd Bank,Punjab National Bank,Android,WiFi,Ahmedabad,FAILED,Payer Account Frozen/Inactive,No,5560
UPI2025002098,2025-10-07,19:34:25,Google Pay,P2M,Grocery,354.36,Yes Bank,Axis Bank,Android,4G,Lucknow,SUCCESS,N/A,N/A,1692
UPI2025002099,2025-10-18,03:46:41,PhonePe,P2P,Peer Transfer,235.56,IDBI Bank,ICICI Bank,iOS,4G,Chennai,SUCCESS,N/A,N/A,3232
UPI2025002100,2025-08-21,18:26:26,PhonePe,P2P,Peer Transfer,401.4,HDFC Bank,SBI,Android,4G,Pune,SUCCESS,N/A,N/A,1271
UPI2025002101,2025-11-12,21:02:08,Paytm,P2M,E-commerce,3988.92,ICICI Bank,ICICI Bank,Android,5G,Delhi,FAILED,Suspected Fraud - Blocked by Bank,No,4909
UPI2025002102,2025-06-14,15:57:26,PhonePe,P2P,Peer Transfer,190.5,IndusInd Bank,IDBI Bank,Android,5G,Mumbai,SUCCESS,N/A,N/A,2168
UPI2025002103,2025-09-04,11:52:25,Google Pay,P2M,E-commerce,209.1,Punjab National Bank,SBI,Android,WiFi,Mumbai,SUCCESS,N/A,N/A,2796
UPI2025002104,2025-11-27,12:23:27,Amazon Pay,P2M,Food Delivery,31972.07,ICICI Bank,Kotak Mahindra Bank,Android,4G,Chandigarh,SUCCESS,N/A,N/A,2309
UPI2025002105,2025-01-26,15:50:48,PhonePe,P2M,Utility Bill,91.85,Yes Bank,Kotak Mahindra Bank,Android,5G,Amritsar,SUCCESS,N/A,N/A,2049
UPI2025002106,2025-07-08,17:24:54,Amazon Pay,P2M,Grocery,26.37,HDFC Bank,Punjab National Bank,Android,WiFi,Bhopal,SUCCESS,N/A,N/A,2088
UPI2025002107,2025-03-11,18:21:21,Google Pay,P2M,Fuel,17045.0,IDBI Bank,Axis Bank,Android,WiFi,Hyderabad,SUCCESS,N/A,N/A,1393
UPI2025002108,2025-06-05,14:11:34,Amazon Pay,P2P,Peer Transfer,157.11,Axis Bank,IndusInd Bank,Android,4G,Pune,FAILED,Technical Decline by Issuer,Yes,4238
UPI2025002109,2025-10-11,18:05:23,Paytm,P2M,Recharge/Bill Payment,74.35,Punjab National Bank,IndusInd Bank,Android,4G,Chennai,SUCCESS,N/A,N/A,3130
UPI2025002110,2025-07-01,16:20:13,Google Pay,P2P,Peer Transfer,362.04,IDBI Bank,SBI,Android,4G,Chennai,SUCCESS,N/A,N/A,465
UPI2025002111,2025-06-19,13:32:12,Google Pay,P2P,Peer Transfer,3410.03,Union Bank of India,Bank of Baroda,Android,5G,Bhopal,SUCCESS,N/A,N/A,1710
UPI2025002112,2025-04-05,06:13:37,Google Pay,P2P,Peer Transfer,1915.33,HDFC Bank,HDFC Bank,Android,5G,Amritsar,SUCCESS,N/A,N/A,1554
UPI2025002113,2025-11-07,01:51:35,Google Pay,P2P,Peer Transfer,4952.0,Canara Bank,HDFC Bank,Android,5G,Kolkata,SUCCESS,N/A,N/A,1209
UPI2025002114,2025-02-20,11:29:53,Google Pay,P2M,Grocery,369.72,Yes Bank,Union Bank of India,Android,4G,Jalandhar,SUCCESS,N/A,N/A,2942
UPI2025002115,2025-11-11,18:23:16,Google Pay,P2P,Peer Transfer,153.22,IDBI Bank,Axis Bank,Android,4G,Delhi,FAILED,Beneficiary Bank Server Down,No,4371
UPI2025002116,2025-09-09,17:21:58,Paytm,P2M,Recharge/Bill Payment,289.06,Yes Bank,Bank of Baroda,Android,5G,Bengaluru,SUCCESS,N/A,N/A,1390
UPI2025002117,2025-03-01,03:26:30,Google Pay,P2P,Peer Transfer,379.36,Bank of Baroda,HDFC Bank,Android,5G,Ludhiana,FAILED,NPCI Server Error,Yes,7367
UPI2025002118,2025-04-08,09:47:33,Google Pay,P2P,Peer Transfer,18.9,ICICI Bank,ICICI Bank,Android,4G,Chandigarh,FAILED,Insufficient Balance,Yes,1745
UPI2025002119,2025-02-24,17:06:42,Paytm,P2P,Peer Transfer,229.49,SBI,HDFC Bank,Android,5G,Jalandhar,SUCCESS,N/A,N/A,2865
UPI2025002120,2025-02-09,09:41:11,PhonePe,P2M,Food Delivery,1230.03,Union Bank of India,Kotak Mahindra Bank,Android,4G,Hyderabad,SUCCESS,N/A,N/A,751
UPI2025002121,2025-11-30,13:18:21,Google Pay,P2P,Peer Transfer,39515.56,Punjab National Bank,ICICI Bank,Android,WiFi,Chennai,SUCCESS,N/A,N/A,2411
UPI2025002122,2025-01-02,09:37:32,PhonePe,P2P,Peer Transfer,19.91,Axis Bank,Punjab National Bank,Android,WiFi,Lucknow,SUCCESS,N/A,N/A,1160
UPI2025002123,2025-10-19,13:42:30,Paytm,P2M,Education Fee,4344.2,Axis Bank,Punjab National Bank,Android,4G,Noida,SUCCESS,N/A,N/A,757
UPI2025002124,2025-05-19,12:49:05,PhonePe,P2M,Travel,417.7,ICICI Bank,Kotak Mahindra Bank,Android,4G,Mumbai,SUCCESS,N/A,N/A,200
UPI2025002125,2025-10-24,20:10:23,Paytm,P2P,Peer Transfer,334.73,Yes Bank,Union Bank of India,iOS,4G,Bengaluru,SUCCESS,N/A,N/A,2246
UPI2025002126,2025-10-31,23:14:15,PhonePe,P2P,Peer Transfer,171.26,IndusInd Bank,IDBI Bank,Android,4G,Hyderabad,SUCCESS,N/A,N/A,2371
UPI2025002127,2025-06-02,13:20:42,Google Pay,P2M,Rent,886.88,Axis Bank,Union Bank of India,Android,4G,Bhopal,SUCCESS,N/A,N/A,1929
UPI2025002128,2025-10-18,10:18:12,Amazon Pay,P2P,Peer Transfer,32009.84,IDBI Bank,Kotak Mahindra Bank,Android,4G,Kolkata,SUCCESS,N/A,N/A,2097
UPI2025002129,2025-03-02,16:55:41,Paytm,P2M,Education Fee,37571.12,Kotak Mahindra Bank,Axis Bank,iOS,4G,Jalandhar,SUCCESS,N/A,N/A,2142
UPI2025002130,2025-04-22,13:21:32,Paytm,P2M,Travel,4955.86,Axis Bank,Yes Bank,Android,4G,Bhopal,FAILED,Transaction Timeout,No,7185
UPI2025002131,2025-04-02,16:48:56,Paytm,P2P,Peer Transfer,148.86,Yes Bank,HDFC Bank,Android,4G,Gurugram,FAILED,Bank Server Down,No,5532
UPI2025002132,2025-09-12,09:29:05,Google Pay,P2M,Entertainment,72.83,SBI,Canara Bank,Android,4G,Amritsar,SUCCESS,N/A,N/A,679
UPI2025002133,2025-10-28,00:06:17,PhonePe,P2M,Rent,249.15,Kotak Mahindra Bank,Canara Bank,Android,WiFi,Jaipur,SUCCESS,N/A,N/A,3078
UPI2025002134,2025-08-11,09:08:07,CRED,P2M,Fuel,451.81,Kotak Mahindra Bank,Axis Bank,Android,4G,Amritsar,SUCCESS,N/A,N/A,2332
UPI2025002135,2025-04-18,19:47:37,CRED,P2P,Peer Transfer,2226.98,Yes Bank,ICICI Bank,Android,4G,Jaipur,FAILED,Network Connectivity Issue,No,3812
UPI2025002136,2025-06-28,08:59:37,BHIM,P2M,Grocery,1619.34,IndusInd Bank,Yes Bank,Android,WiFi,Hyderabad,SUCCESS,N/A,N/A,1909
UPI2025002137,2025-09-16,06:42:07,Google Pay,P2M,Rent,220.42,Kotak Mahindra Bank,IDBI Bank,Android,5G,Patiala,SUCCESS,N/A,N/A,1987
UPI2025002138,2025-09-19,02:43:56,PhonePe,P2P,Peer Transfer,36618.22,Axis Bank,Bank of Baroda,Android,4G,Jaipur,FAILED,Bank Server Down,No,4765
UPI2025002139,2025-01-11,07:49:45,Google Pay,P2M,Grocery,2480.65,IndusInd Bank,Punjab National Bank,Android,4G,Pune,SUCCESS,N/A,N/A,2050
UPI2025002140,2025-04-16,09:58:42,PhonePe,P2M,Utility Bill,2795.97,Canara Bank,Yes Bank,Android,WiFi,Ahmedabad,FAILED,Transaction Timeout,No,2805
UPI2025002141,2025-04-14,06:03:04,BHIM,P2P,Peer Transfer,1757.49,Canara Bank,IndusInd Bank,Android,4G,Bhopal,FAILED,Bank Server Down,No,3948
UPI2025002142,2025-08-13,17:37:42,Paytm,P2M,Utility Bill,101.71,SBI,SBI,iOS,4G,Delhi,FAILED,Transaction Timeout,No,2051
UPI2025002143,2025-11-28,13:07:25,Amazon Pay,P2M,Peer Transfer,4334.96,SBI,IDBI Bank,Android,4G,Chandigarh,FAILED,Network Connectivity Issue,Yes,5177
UPI2025002144,2025-07-14,20:59:21,Google Pay,P2M,E-commerce,22.19,Punjab National Bank,ICICI Bank,Android,4G,Delhi,SUCCESS,N/A,N/A,1684
UPI2025002145,2025-08-08,23:06:31,BHIM,P2P,Peer Transfer,143.81,IndusInd Bank,HDFC Bank,Android,4G,Kolkata,SUCCESS,N/A,N/A,2277
UPI2025002146,2025-02-08,19:56:05,Paytm,P2M,Rent,340.36,HDFC Bank,Axis Bank,Android,5G,Ludhiana,SUCCESS,N/A,N/A,2074
UPI2025002147,2025-04-28,20:42:55,Google Pay,P2M,Food Delivery,83.45,Union Bank of India,Union Bank of India,Android,4G,Bhopal,SUCCESS,N/A,N/A,1418
